week_start,hour_index,spot_hedge_mwh,spot_hedge_limit_mwh,strategy,window_name
2026-01-12,0,0.0,1107.717041015625,window_01_test,window_01
2026-01-12,1,0.0,1107.717041015625,window_01_test,window_01
2026-01-12,2,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,3,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,4,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,5,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,6,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,7,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,8,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,9,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,10,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,11,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,12,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,13,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,14,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,15,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,16,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,17,0.0,1107.717041015625,window_01_test,window_01
2026-01-12,18,0.0,1107.717041015625,window_01_test,window_01
2026-01-12,19,0.0,1107.717041015625,window_01_test,window_01
2026-01-12,20,0.0,1107.717041015625,window_01_test,window_01
2026-01-12,21,0.0,1107.717041015625,window_01_test,window_01
2026-01-12,22,0.0,1107.717041015625,window_01_test,window_01
2026-01-12,23,0.0,1107.717041015625,window_01_test,window_01
2026-01-12,24,0.0,1107.717041015625,window_01_test,window_01
2026-01-12,25,0.0,1107.717041015625,window_01_test,window_01
2026-01-12,26,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,27,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,28,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,29,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,30,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,31,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,32,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,33,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,34,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,35,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,36,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,37,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,38,0.0,1107.717041015625,window_01_test,window_01
2026-01-12,39,0.0,1107.717041015625,window_01_test,window_01
2026-01-12,40,0.0,1107.717041015625,window_01_test,window_01
2026-01-12,41,0.0,1107.717041015625,window_01_test,window_01
2026-01-12,42,0.0,1107.717041015625,window_01_test,window_01
2026-01-12,43,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,44,-0.0,1107.717041015625,window_01_test,window_01
2026-01-12,45,-0.0,1107.717041015625,window_01_test,window_01
