#{"t_start": 1776151481.7694342, "env_id": "None"}
r,l,t,procurement_cost,risk_term,trading_cost,hedge_error,cvar
-9.369323,96,1.037213,951944582.3266493,1666367.8332348913,236186.38862330277,21.177000862841766,2684803.379956227
-10.828985,96,2.098086,969086744.216811,1803640.2378917765,236186.38862330274,21.177000862841737,2864473.918511531
-10.106304,96,3.195407,946739480.6502779,1624958.3062433624,236186.38862330277,21.177000862841766,2630454.65172711
-9.956884,96,4.19995,959501952.6632545,1726768.1217833788,48401.723124328644,21.17700086284176,2763966.0459692418
-10.525773,96,5.192452,936019473.6200229,1540145.9114011116,39834.2753126472,21.177000862841787,2518809.652442044
-10.175895,96,6.243816,990980399.5301977,1706776.9820688954,12117482.758463029,1718.3849320418092,2777488.395683539
-9.573023,96,7.248613,934483981.6469684,1528053.3408446638,69625.9219755362,21.177000862841776,2502844.7184330933
-9.963911,96,8.248307,940165386.0150669,1572852.6690006743,112865.21819188015,21.177000862841798,2561915.848342309
-11.257528,96,9.325674,995003696.5739651,1756590.334059,11345113.17788734,1661.0979009357998,2837711.1888049617
-7.769983,96,10.411183,934483981.6469684,1528053.3408446638,38201.825220061386,21.177000862841776,2502844.7184330933
-10.670078,96,11.523665,963872609.1923193,1761794.7902474296,236186.38862330277,21.177000862841744,2809797.547561613
-10.939561,96,12.597793,1005572413.460201,1817607.7153687626,12263022.21021051,1718.3519499907595,2921837.8446494685
-8.395207,96,13.608294,969607687.2098047,1807824.2734216405,175724.02861557135,21.177000862841737,2869936.6217585476
-8.498448,96,14.828146,936094436.9554979,1540736.5745625305,85690.32604897769,21.17700086284179,2519589.066939125
-9.075914,96,15.930054,1065777428.7292479,1988508.007525147,23148000.27840728,2270.6407780975896,3203674.1347365854
-10.474496,96,16.988836,971379782.7575693,1822066.51703132,236186.38862330277,21.177000862841744,2888529.504062266
-7.647821,96,18.065105,973178730.400003,1836572.8665398355,212039.3650979702,21.177000862841755,2907487.838541927
-4.483454,96,19.05964,1021666123.9315705,1881281.155633744,14970679.35895144,1890.325305462071,3019888.440245526
-7.758965,96,20.130429,951090589.5749437,1580340.005208888,6834200.341087255,1360.0662032843356,2574500.470777749
-8.225722,96,21.214902,933775775.0077066,1523425.2722167065,157955.75577344978,36.529356763563996,2494846.93696934
-8.703535,96,22.292028,955413724.3528805,1694050.3888045244,236186.38862330277,21.17700086284176,2721096.1381943175
-6.24988,96,23.460295,962141623.7371539,1615768.8068136936,8108261.999477671,1453.8578332656678,2631489.3684535515
-7.046083,96,24.536846,935738190.3498299,1537929.8242564118,236186.38862330277,21.177000862841787,2515885.072616648
-8.258716,96,25.659404,965109331.9936657,1695767.0346026593,6500578.53670434,1310.4881008337459,2721125.461572962
-7.298023,96,26.709786,951884835.3712267,1665892.0010954859,188017.02579782752,21.177000862841766,2684179.5360344984
-6.750643,96,27.776577,1064809495.5878928,1984609.0769619902,22959861.61542922,2264.4890985043567,3198048.324632351
-5.880715,96,28.833744,1148819157.856139,2359291.65982178,33577189.887623765,2741.7921619118447,3735878.651542751
-7.198914,96,29.89083,971765489.87349,1746316.0518207916,6586512.308269216,1319.3785082991897,2787403.2586506023
-8.975069,96,30.984273,959640978.1972113,1727881.5311313893,181638.9360908269,21.177000862841755,2765423.8930772343
-4.507105,96,32.125782,949827770.7550371,1649516.3343797943,48740.97940021219,21.17700086284176,2662700.8305785544
-8.182605,96,33.155503,955690579.9371022,1696264.5562117056,8661.211623635903,21.17700086284176,2723999.296350245
-5.257231,96,34.160622,934483981.6469684,1528053.3408446638,122544.42168702942,21.177000862841776,2502844.7184330933
-4.794724,96,35.206512,934483981.6469684,1528053.3408446638,90156.64484098957,21.177000862841776,2502844.7184330933
-7.453085,96,36.215955,943544400.5973125,1599587.6582719218,175726.4149369515,21.177000862841776,2597093.432626019
-6.52049,96,37.318786,945241302.1643689,1613057.145624848,218334.92289527625,21.177000862841766,2614811.519194465
